"gene_symbol","geneid","ensemblid","geneNcbiType","geneDSI","geneDPI","genepLI","uniprotids","protein_classid","protein_class_name","disease_name","diseaseType","diseaseUMLSCUI","diseaseClasses_MSH","diseaseClasses_UMLS_ST","diseaseClasses_DO","diseaseClasses_HPO","source","associationType","text","sentence","pmYear","score","chemsInSentence","reference_type","reference","ancestry_name","ancestry_id","chemical_effect","polarity"
"NEDD4L",23327,"ENSG00000049759","protein-coding",0.487,0.87,0.99878,"Q96PU5","DTO_05007624","Enzyme","Periventricular Heterotopia, X-Linked","[disease]","C1848213","Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16) | Nervous System Diseases (C10)","Disease or Syndrome (T047)","physical disorder (0080015) | disease of anatomical entity (7)","","RGD_HUMAN","CausalOrContributing","Mutations in the HECT domain of NEDD4L lead to AKT-mTOR pathway deregulation and cause periventricular nodular heterotopia.","Mutations in the HECT domain of NEDD4L lead to AKT-mTOR pathway deregulation and cause periventricular nodular heterotopia.",2016,0.45,NA,"PMID","27694961","","",NA,NA
"EFEMP1",2202,"ENSG00000115380","protein-coding",0.431,0.913,1,"Q12805","DTO_05007621","Extracellular structure","Congenital hernia of foramen of Bochdalek","[disease]","C0265700","Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16) | Pathological Conditions, Signs and Symptoms (C23)","Congenital Abnormality (T019)","","","CLINVAR","CausalMutation",NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA
"EFEMP1",2202,"ENSG00000115380","protein-coding",0.431,0.913,1,"Q12805","DTO_05007621","Extracellular structure","Bulla of lung","[disease]","C0241982","Respiratory Tract Diseases (C08) | Pathological Conditions, Signs and Symptoms (C23)","Anatomical Abnormality (T190)","","","CLINVAR","CausalMutation",NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA
"MUCL3",135656,"ENSG00000168631","protein-coding",0.496,0.87,9.5384e-08,"Q3MIW9","","","Thrombocytopenia","[disease]","C0040034","Hemic and Lymphatic Diseases (C15)","Disease or Syndrome (T047)","disease of anatomical entity (7)","Abnormality of blood and blood-forming tissues (01871)","CLINPGX","Pharmacogenomics","Allele A is associated with increased severity of Thrombocytopenia when treated with carboplatin and gemcitabine in people with Carcinoma, Non-Small-Cell Lung as compared to allele G.","Allele A is associated with increased severity of Thrombocytopenia when treated with carboplatin and gemcitabine in people with Carcinoma, Non-Small-Cell Lung as compared to allele G.",2021,0.45,NA,"PMID","31616045","","",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Gilbert Disease","[disease]","C0017551","Nutritional and Metabolic Diseases (C18) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","genetic disease (630) | disease of metabolism (0014667)","","CLINVAR","GeneticVariation","Irinotecan Therapy and UGT1A1 Genotype","Irinotecan Therapy and UGT1A1 Genotype",2012,0.45,NA,"PMID","28520360","","",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Gilbert Disease","[disease]","C0017551","Nutritional and Metabolic Diseases (C18) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","genetic disease (630) | disease of metabolism (0014667)","","CLINVAR","GeneticVariation","Splice-site mutations: a novel genetic mechanism of Crigler-Najjar syndrome type 1.","Splice-site mutations: a novel genetic mechanism of Crigler-Najjar syndrome type 1.",1998,0.45,NA,"PMID","9497253","","",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Gilbert Disease","[disease]","C0017551","Nutritional and Metabolic Diseases (C18) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","genetic disease (630) | disease of metabolism (0014667)","","CLINVAR","CausalMutation","Genetic defects of the UDP-glucuronosyltransferase-1 (UGT1) gene that cause familial non-haemolytic unconjugated hyperbilirubinaemias.","Genetic defects of the UDP-glucuronosyltransferase-1 (UGT1) gene that cause familial non-haemolytic unconjugated hyperbilirubinaemias.",1997,0.45,NA,"PMID","9435989","","",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Gilbert Disease","[disease]","C0017551","Nutritional and Metabolic Diseases (C18) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","genetic disease (630) | disease of metabolism (0014667)","","CLINVAR","GeneticVariation","Genetic defects of the UDP-glucuronosyltransferase-1 (UGT1) gene that cause familial non-haemolytic unconjugated hyperbilirubinaemias.","Genetic defects of the UDP-glucuronosyltransferase-1 (UGT1) gene that cause familial non-haemolytic unconjugated hyperbilirubinaemias.",1997,0.45,NA,"PMID","9435989","","",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Gilbert Disease","[disease]","C0017551","Nutritional and Metabolic Diseases (C18) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","genetic disease (630) | disease of metabolism (0014667)","","CLINVAR","GeneticVariation","Identification of Promotor and Exonic Variations, and Functional Characterization of a Splice Site Mutation in Indian Patients with Unconjugated Hyperbilirubinemia.","Identification of Promotor and Exonic Variations, and Functional Characterization of a Splice Site Mutation in Indian Patients with Unconjugated Hyperbilirubinemia.",2015,0.45,NA,"PMID","26716871","Indian","HANCESTRO:0487",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Gilbert Disease","[disease]","C0017551","Nutritional and Metabolic Diseases (C18) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","genetic disease (630) | disease of metabolism (0014667)","","CLINVAR","CausalMutation","Clinical Significance of UGT1A1 Genetic Analysis in Chinese Neonates with Severe Hyperbilirubinemia.","Clinical Significance of UGT1A1 Genetic Analysis in Chinese Neonates with Severe Hyperbilirubinemia.",2016,0.45,NA,"PMID","26727668","Chinese","HANCESTRO:0021",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Gilbert Disease","[disease]","C0017551","Nutritional and Metabolic Diseases (C18) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","genetic disease (630) | disease of metabolism (0014667)","","CLINVAR","GeneticVariation","Hyperbilirubinemia in homozygous HbE disease is associated with the UGT1A1 gene polymorphism.","Hyperbilirubinemia in homozygous HbE disease is associated with the UGT1A1 gene polymorphism.",2005,0.45,NA,"PMID","16114182","","",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Gilbert Disease","[disease]","C0017551","Nutritional and Metabolic Diseases (C18) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","genetic disease (630) | disease of metabolism (0014667)","","CLINVAR","GeneticVariation","UGT1A1 haplotype mutation among Asians in Singapore.","UGT1A1 haplotype mutation among Asians in Singapore.",2009,0.45,NA,"PMID","19325249","Asian","HANCESTRO:0008",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Gilbert Disease","[disease]","C0017551","Nutritional and Metabolic Diseases (C18) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","genetic disease (630) | disease of metabolism (0014667)","","CLINVAR","GeneticVariation","Influence of mutations associated with Gilbert and Crigler-Najjar type II syndromes on the glucuronidation kinetics of bilirubin and other UDP-glucuronosyltransferase 1A substrates.","Influence of mutations associated with Gilbert and Crigler-Najjar type II syndromes on the glucuronidation kinetics of bilirubin and other UDP-glucuronosyltransferase 1A substrates.",2007,0.45,NA,"PMID","18004206","","",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Gilbert Disease","[disease]","C0017551","Nutritional and Metabolic Diseases (C18) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","genetic disease (630) | disease of metabolism (0014667)","","CLINVAR","GeneticVariation","UDP-glucuronosyltransferase 1 gene promoter polymorphism is associated with increased serum bilirubin levels and cholecystectomy in patients with sickle cell anemia.","UDP-glucuronosyltransferase 1 gene promoter polymorphism is associated with increased serum bilirubin levels and cholecystectomy in patients with sickle cell anemia.",2003,0.45,NA,"PMID","12859413","","",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Gilbert Disease","[disease]","C0017551","Nutritional and Metabolic Diseases (C18) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","genetic disease (630) | disease of metabolism (0014667)","","CLINVAR","GeneticVariation","Evaluation of mutation effects on UGT1A1 activity toward 17beta-estradiol using liquid chromatography-tandem mass spectrometry.","Evaluation of mutation effects on UGT1A1 activity toward 17beta-estradiol using liquid chromatography-tandem mass spectrometry.",2006,0.45,NA,"PMID","16504606","","",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Gilbert Disease","[disease]","C0017551","Nutritional and Metabolic Diseases (C18) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","genetic disease (630) | disease of metabolism (0014667)","","CLINVAR","CausalMutation","Genetic polymorphisms of bilirubin uridine diphosphate-glucuronosyltransferase gene in Japanese patients with Crigler-Najjar syndrome or Gilbert's syndrome as well as in healthy Japanese subjects.","Genetic polymorphisms of bilirubin uridine diphosphate-glucuronosyltransferase gene in Japanese patients with Crigler-Najjar syndrome or Gilbert's syndrome as well as in healthy Japanese subjects.",2004,0.45,NA,"PMID","15304120","Japanese,Japanese","HANCESTRO:0019,HANCESTRO:0019",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Gilbert Disease","[disease]","C0017551","Nutritional and Metabolic Diseases (C18) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","genetic disease (630) | disease of metabolism (0014667)","","CLINVAR","CausalMutation","Association of Neonatal Hyperbilirubinemia with UGT1A1 Gene Polymorphisms: A Meta-Analysis.","Association of Neonatal Hyperbilirubinemia with UGT1A1 Gene Polymorphisms: A Meta-Analysis.",2015,0.45,NA,"PMID","26467199","","",NA,NA
"EFEMP1",2202,"ENSG00000115380","protein-coding",0.431,0.913,1,"Q12805","DTO_05007621","Extracellular structure","Long narrow head","[disease]","C0221358","Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16) | Musculoskeletal Diseases (C05)","Congenital Abnormality (T019)","","Abnormality of head or neck (00152) | Abnormality of the musculoskeletal system (33127)","CLINVAR","CausalMutation",NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA
"EFEMP1",2202,"ENSG00000115380","protein-coding",0.431,0.913,1,"Q12805","DTO_05007621","Extracellular structure","Bladder Diverticulum","[disease]","C0156273","Digestive System Diseases (C06) | Pathological Conditions, Signs and Symptoms (C23)","Anatomical Abnormality (T190)","disease of anatomical entity (7)","Abnormality of the genitourinary system (00119)","CLINVAR","CausalMutation",NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA
"NEDD4L",23327,"ENSG00000049759","protein-coding",0.487,0.87,0.99878,"Q96PU5","DTO_05007624","Enzyme","Intellectual Disability","[disease]","C3714756","Mental Disorders (F03) | Pathological Conditions, Signs and Symptoms (C23) | Behavior and Behavior Mechanisms (F01) | Nervous System Diseases (C10)","Mental or Behavioral Dysfunction (T048)","","Abnormality of the nervous system (00707)","CLINVAR","GeneticVariation","Comprehensive evaluation of the child with intellectual disability or global developmental delays.","Comprehensive evaluation of the child with intellectual disability or global developmental delays.",2014,0.45,NA,"PMID","25157020","","",NA,NA
"RARS1",5917,"ENSG00000113643","protein-coding",0.575,0.87,1.1477e-16,"P54136","","","Other sphingolipidosis","[disease]","C0348489","Nutritional and Metabolic Diseases (C18)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7) | disease of metabolism (0014667) | syndrome (225)","","MGD_HUMAN","CausalOrContributing",NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA
"JMJD1C",221037,"ENSG00000171988","protein-coding",0.49,0.913,1,"Q15652","","","Neurodevelopmental Disorders","[disease]","C1535926","Mental Disorders (F03)","Mental or Behavioral Dysfunction (T048)","","","CLINVAR","GeneticVariation",NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA
"EFEMP1",2202,"ENSG00000115380","protein-coding",0.431,0.913,1,"Q12805","DTO_05007621","Extracellular structure","Glaucoma of childhood","[disease]","C2981140","Eye Diseases (C11) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","Abnormality of the eye (00478)","CLINVAR","GeneticVariation",NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA
"IQSEC1",9922,"ENSG00000144711","protein-coding",0.619,0.783,0.99606,"Q6DN90","","","Autosomal recessive non-syndromic intellectual disability","[disease]","C5680181","","Disease or Syndrome (T047)","genetic disease (630) | disease of mental health (150)","","GENCC","GeneticVariation","Bi-allelic Variants in IQSEC1 Cause Intellectual Disability, Developmental Delay, and Short Stature.","Bi-allelic Variants in IQSEC1 Cause Intellectual Disability, Developmental Delay, and Short Stature.",2019,0.45,NA,"PMID","31607425","","",NA,NA
"RRAS2",22800,"ENSG00000133818","protein-coding",0.509,0.87,0.030991,"P62070","DTO_05007584","Enzyme modulator","Juvenile Myelomonocytic Leukemia","[disease]","C0349639","Neoplasms (C04) | Hemic and Lymphatic Diseases (C15)","Neoplastic Process (T191)","disease of anatomical entity (7) | disease of cellular proliferation (14566)","Abnormality of blood and blood-forming tissues (01871) | Abnormality of the immune system (02715) | Neoplasm (02664)","RGD_HUMAN","CausalOrContributing","The genomic landscape of juvenile myelomonocytic leukemia.","The genomic landscape of juvenile myelomonocytic leukemia.",2015,0.45,NA,"PMID","26457647","","",NA,NA
"JMJD1C",221037,"ENSG00000171988","protein-coding",0.49,0.913,1,"Q15652","","","DiGeorge Syndrome","[disease]","C0012236","Cardiovascular Diseases (C14) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16) | Endocrine System Diseases (C19) | Musculoskeletal Diseases (C05) | Hemic and Lymphatic Diseases (C15)","Disease or Syndrome (T047)","genetic disease (630) | syndrome (225)","","GENCC","GeneticVariation","Histone Modifier Genes Alter Conotruncal Heart Phenotypes in 22q11.2 Deletion Syndrome.","Histone Modifier Genes Alter Conotruncal Heart Phenotypes in 22q11.2 Deletion Syndrome.",2015,0.45,NA,"PMID","26608785","","",NA,NA
"MAD1L1",8379,"ENSG00000002822","protein-coding",0.507,0.913,4.0532e-33,"Q9Y6D9","","","Prostatic Neoplasms","[disease]","C0033578","Urogenital Diseases (C12) | Neoplasms (C04)","Neoplastic Process (T191)","disease of anatomical entity (7) | disease of cellular proliferation (14566)","Abnormality of the genitourinary system (00119) | Neoplasm (02664)","MGD_HUMAN","CausalOrContributing",NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Gilbert Disease","[disease]","C0017551","Nutritional and Metabolic Diseases (C18) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","genetic disease (630) | disease of metabolism (0014667)","","CLINVAR","GeneticVariation",NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Gilbert Disease","[disease]","C0017551","Nutritional and Metabolic Diseases (C18) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","genetic disease (630) | disease of metabolism (0014667)","","CLINVAR","GeneticVariation","Genetic polymorphisms in Thai neonates with hyperbilirubinemia.","Genetic polymorphisms in Thai neonates with hyperbilirubinemia.",2009,0.45,NA,"PMID","19397531","Thai","HANCESTRO:0500",NA,NA
